Company Name,Ticker,Optionable,Sector,Industry,Market Cap ,Shares Outstanding ,Avg Volume,Last Close,Beta,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range
"Delek Logistics Partners, L.P.",DKL,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,721.49,24.88,33244.3,29,1.13,35.3,27,24.1
"DICK'S Sporting Goods, Inc.",DKS,YES,Retail-Wholesale,Retail - Miscellaneous,3671.03,107.4,4192915.5,34.18,0.5,51.84,24.39,35.67
China Distance Education Holdings Limited,DL,YES,Computer and Technology,Internet - Content,270.3,32.96,32157.9,8.2,1.47,11.38,6.62,33.19
Dolby Laboratories,DLB,YES,Consumer Discretionary,Audio Video Production,6648.31,103.52,416015.06,64.22,0.74,70.19,48.25,72.79
Dynagas LNG Partners LP,DLNG,YES,Transportation,Transportation - Services,365.55,35.53,122076.45,10.29,1.2,17.87,9.87,5.25
"Digital Realty Trust, Inc.",DLR,YES,Finance,REIT and Equity Trust - Other,21446.99,205.47,1040204.69,104.38,-0.02,126.04,97.95,22.89
Duluth Holdings Inc.,DLTH,YES,Consumer Discretionary,Textile - Apparel,551.37,29.22,364282.31,18.87,-0.09,22.6,15.21,49.53
"Dollar Tree, Inc.",DLTR,YES,Retail-Wholesale,Retail - Discount Stores,23434.56,237.34,2704067.5,98.74,0.83,116.35,66.39,64.75
Deluxe Corporation,DLX,YES,Business Services,Business - Office Products,3537.72,47.92,272154.06,73.82,1.12,77.69,67.03,63.7
"Dominion Midstream Partners, LP",DM,YES,Oils-Energy,Alternative Energy - Other,1449,99.93,753135.31,14.5,1.93,34.5,14.5,0
"Dorchester Minerals, L.P.",DMLP,YES,Oils-Energy,Oil and Gas - Royalty Trust - United States,540.69,32.28,41836.7,16.75,0.73,17.8,14,72.37
Digimarc Corporation,DMRC,YES,Industrial Products,Security and Safety Services,296.84,11.85,72674.95,25.05,-0.99,41.2,23.15,10.53
Dun & Bradstreet Corporation (The),DNB,YES,Business Services,Business - Information Services,4256.4,37,438170.06,115.05,1.22,130.23,102.24,45.77
"Dunkin' Brands Group, Inc.",DNKN,YES,Retail-Wholesale,Retail - Restaurants,4969.2,82.71,1049762.63,60.08,0.3,68.38,51.17,51.77
Denison Mine Corp,DNN,YES,Basic Materials,Mining - Miscellaneous,258.68,559.18,330787.84,0.4626,1.26,0.65,0.4,25.68
NOW Inc.,DNOW,YES,Oils-Energy,Oil and Gas - Mechanical and and Equitment,1145.12,108.03,1298969.75,10.6,0.85,18.22,9.41,13.51
Denbury Resources Inc.,DNR,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,1141.45,401.92,8838834,2.84,3.15,2.84,0.96,100
"Diamond Offshore Drilling, Inc.",DO,YES,Oils-Energy,Oil and Gas - Drilling,2186.04,137.23,1629922.25,15.93,1.2,20.13,10.22,57.62
Physicians Realty Trust,DOC,YES,Finance,REIT and Equity Trust - Other,2759.09,181.76,1309198.25,15.18,0.46,21.8,14.37,10.9
Masonite International Corporation,DOOR,YES,Consumer Discretionary,Furniture,1702.3,28.11,188322.3,60.55,1.23,84.2,58.35,8.51
"Dorman Products, Inc.",DORM,YES,Auto-Tires-Trucks,Automotive - Replacement Parts,2271.01,33.6,206713.5,67.59,0.91,86.25,61.14,25.69
Dover Corporation,DOV,YES,Industrial Products,Manufacturing - General Industrial ,14361.47,154.42,1829385.63,93,1.3,107.05,77.06,53.15
Amdocs Limited,DOX,YES,Computer and Technology,Computers - IT Services,9506.08,143.42,687702.5,66.28,0.54,70.3,60.44,59.23
"Diplomat Pharmacy, Inc.",DPLO,YES,Retail-Wholesale,Retail - Pharmacies and Drug Stores,1424.35,74.07,801988.13,19.23,1.32,27.31,14.06,39.02
"Dr Pepper Snapple Group, Inc",DPS,YES,Consumer Staples,Beverages - Soft drinks,21479.42,179.74,1548291.75,119.5,0.75,120.1,84.47,98.32
Digital Power Corporation,DPW,YES,Business Services,Technology Services,29.74,37.88,2185659,0.785,2.49,5.5,0.41,7.37
Domino's Pizza Inc,DPZ,YES,Retail-Wholesale,Retail - Restaurants,9998.73,43.02,664973.81,232.43,0.37,235.79,168.71,94.99
DAQO New Energy Corp.,DQ,YES,Basic Materials,Chemical - Specialty,603.96,10.52,344499.25,57.42,1.97,68.24,18.31,78.33
Digirad Corporation,DRAD,YES,Medical,Medical Info Systems,26.15,20.12,68572.05,1.3,2.01,5.2,1.3,0
DRDGOLD Limited,DRD,YES,Basic Materials,Mining - Gold,113.54,42.21,86003.15,2.69,-1.92,5.03,2.68,0.43
Duke Realty Corporation,DRE,YES,Finance,REIT and Equity Trust - Other,9142.5,356.99,2374403.75,25.61,0.72,30.14,24.52,19.4
Diamondrock Hospitality Company,DRH,YES,Finance,REIT and Equity Trust - Other,2059.52,200.54,2515655.75,10.27,1.36,12.01,9.97,14.71
"Darden Restaurants, Inc.",DRI,YES,Retail-Wholesale,Retail - Restaurants,10691.85,123.53,1930549.63,86.55,0.23,99.31,77.05,42.68
"Dicerna Pharmaceuticals, Inc.",DRNA,YES,Medical,Medical - Biomedical and Genetics,502.66,51.77,463811.94,9.71,2.34,14.12,2.75,61.21
"Dril-Quip, Inc.",DRQ,YES,Oils-Energy,Oil and Gas - Mechanical and and Equitment,1662.74,38.14,446540.31,43.6,0.76,56.35,36.2,36.72
DURECT Corporation,DRRX,YES,Medical,Medical - Drugs,380.28,153.34,1345264.5,2.48,1.05,2.48,0.78,100
Drive Shack Inc.,DS,YES,Consumer Discretionary,Leisure and Recreation Services,324.1,66.96,411344.16,4.84,1.45,6.25,2.48,62.6
Hennessy Capital Acquisition Corp. II,DSKE,YES,Transportation,Transportation - Services,513.95,57.17,460839.84,8.99,0.7,14.47,8.87,2.14
"DSP Group, Inc.",DSPG,YES,Computer and Technology,Semiconductor - Communications ,269.29,22.73,51785.6,11.85,0.78,13.93,10.85,32.52
"Document Security Systems, Inc.",DSS,YES,Business Services,Business - Services,20.39,16.44,322949.09,1.24,2.67,2.58,0.61,31.99
"DST Systems, Inc.",DST,YES,Computer and Technology,Computer - Software,4960.98,59.31,649342.94,83.64,1.51,84,50.58,98.92
DSW Inc.,DSW,YES,Retail-Wholesale,Retail - Apparel and Shoes,1723.94,80,2147310.75,21.55,0.63,22.53,15.69,85.67
Diana Shipping inc.,DSX,YES,Transportation,Transportation - Shipping,354.48,106.13,355344.91,3.34,1.17,6.03,3.34,0
DTE Energy Company,DTE,YES,Utilities,Utility - Electric Power,18717.03,179.38,1169216,104.34,0.15,115.99,98.49,33.43
DAVIDsTEA Inc.,DTEA,YES,Consumer Staples,Beverages - Soft drinks,90.46,25.84,8932.45,3.5,0.81,7.7,3.3,4.55
Duke Energy Corporation,DUK,YES,Utilities,Utility - Electric Power,54936.27,700.09,3932661.25,78.47,0.11,91.09,74.32,24.75
DaVita Inc.,DVA,YES,Medical,Medical - Outpatient and Home Healthcare,11424.14,182,1877809.38,62.77,1.09,80.03,53.89,33.97
Dynavax Technologies Corporation,DVAX,YES,Medical,Medical - Biomedical and Genetics,1147.27,61.68,1599027.63,18.6,0.84,24.08,5.2,70.99
Dell Technologies Inc.,DVMT,YES,Computer and Technology,Computers - IT Services,55318.93,769.39,1082715.75,71.9,-0.5,89.11,61.11,38.54
Devon Energy Corporation,DVN,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,16556.37,526.1,7597917,31.47,2.18,44.81,29.54,12.64
iShares Select Dividend ETF,DVY,YES,Finance,Financial - Investment Funds,16656.36,175.7,819382.94,94.8,0.72,102.32,90.06,38.66
Datawatch Corporation,DWCH,YES,Computer and Technology,Computer - Software,104.38,12.35,68115.35,8.45,1.11,12.55,7.1,24.77
Dow Chemical Company (The),DWDP,YES,Basic Materials,Chemical - Diversified ,148335.47,2329.02,10687332,63.69,1.31,77.02,60.2,20.75
Dawson Geophysical Company,DWSN,YES,Oils-Energy,Oil and Gas - Field Services,133.59,21.79,47861.5,6.13,1.2,6.95,3.75,74.38
"Dynex Capital, Inc.",DX,YES,Finance,REIT and Equity Trust,363.46,55.83,376224.59,6.51,0.62,7.36,6.02,36.57
DXC Technology Company.,DXC,YES,Computer and Technology,Computers - IT Services,28580.22,285.69,1875930.63,100.04,0.92,107.31,74.1,78.11
"DexCom, Inc.",DXCM,YES,Medical,Medical - Instruments,6122.86,87,1302429.13,70.38,-0.01,81.65,44.46,69.7
"Destination XL Group, Inc.",DXLG,YES,Retail-Wholesale,Retail - Apparel and Shoes,80.45,48.76,216228.16,1.65,0.76,2.75,1.55,8.33
"DXP Enterprises, Inc.",DXPE,YES,Industrial Products,Manufacturing - General Industrial ,633.57,17.36,208285.8,36.5,2.26,41.67,25.01,68.97
Dextera Surgical Inc.,DXTR,YES,Medical,Medical - Instruments,1.74,48.21,269866.41,0.036,-2.04,1.02,0.02,1.73
"The Dixie Group, Inc.",DXYN,YES,Consumer Discretionary,Textile - Home Furnishing,45.19,16.14,10688.4,2.8,0.29,4.75,2.7,4.88
"Dycom Industries, Inc.",DY,YES,Construction,Building Products - Heavy Construction,3241.06,31.19,315922.69,103.92,1.46,122.8,76.07,59.6
Eni SpA,E,YES,Oils-Energy,Oil and Gas - Integrated - International,67068.91,1817.09,169700.2,36.91,0.9,37.39,29.54,93.89
Electronic Arts Inc.,EA,YES,Consumer Discretionary,Toys - Games - Hobbies,36457.69,306.73,2724024,118.86,0.8,129.12,88.73,74.6
"Brinker International, Inc.",EAT,YES,Retail-Wholesale,Retail - Restaurants,1774.17,46.35,1230633.88,38.28,0.06,45.46,29.89,53.89
eBay Inc.,EBAY,YES,Retail-Wholesale,Internet - Commerce,38638.89,993.8,9273184,38.88,1.24,46.19,32.05,48.3
"Ennis, Inc.",EBF,YES,Industrial Products,Office Supplies,503.25,25.42,64033.9,19.8,0.71,21.2,15.35,76.07
"Eleven Biotherapeutics, Inc.",EBIO,YES,Medical,Medical - Biomedical and Genetics,64.66,43.1,2476100.25,1.5,2.98,1.99,0.64,63.57
"Ebix, Inc.",EBIX,YES,Computer and Technology,Computer - Services,2328.5,31.49,249794,73.95,1.77,86.9,53.4,61.34
Emergent Biosolutions Inc.,EBS,YES,Medical,Medical - Biomedical and Genetics,2597.48,49.49,402728.81,52.48,1.29,54.39,28.41,92.65
"Meridian Bancorp, Inc.",EBSB,YES,Finance,Financial - Savings and Loan,1062.28,54.06,197223.95,19.65,0.24,21.65,16.05,64.29
Ecopetrol S.A.,EC,YES,Oils-Energy,Oil and Gas - Integrated - Emerging Markets,40664.42,2055.83,1343379.38,19.78,1.27,20.05,8.7,97.62
Encana Corporation,ECA,YES,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,10486.78,971,8427243,10.8,2.02,14.04,8.05,45.91
iShares MSCI Chile Capped ETF,ECH,YES,Finance,Financial - Investment Funds,486.6,9.15,282002.56,53.18,0.63,56.17,41.58,79.51
"Echo Global Logistics, Inc.",ECHO,YES,Transportation,Transportation - Services,780.49,28.02,391170.56,27.85,1.44,30.6,13.45,83.96
Ecolab Inc.,ECL,YES,Basic Materials,Chemical - Specialty,40512.39,288.86,1338510,140.25,1,141.25,124.47,94.04
"US Ecology, Inc.",ECOL,YES,Business Services,Waste Removal Services,1173.62,21.88,68622.8,53.65,0.66,58.5,44.85,64.47
ChannelAdvisor Corporation,ECOM,YES,Computer and Technology,Internet - Software and Services,240.78,26.6,57136.7,9.05,0.11,12.5,8.4,15.85
Encore Capital Group Inc,ECPG,YES,Finance,Financial - Consumer Loans,1139.26,25.8,191680.05,44.15,1.62,49.1,30.5,73.39
Eclipse Resources Corporation,ECR,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,395.32,301.77,1072073.25,1.31,2.84,3.09,1.29,1.11
"Endocyte, Inc.",ECYT,YES,Medical,Medical - Drugs,565.55,68.97,2495608,8.2,0.48,10.82,1.19,72.79
Consolidated Edison Inc,ED,YES,Utilities,Utility - Electric Power,24353.76,310.4,1873789.63,78.46,0.05,89.66,74.35,26.84
EDAP TMS S.A.,EDAP,YES,Medical,Medical - Instruments,66.55,29,39433.8,2.295,0.72,3.71,2.2,6.29
"Edge Therapeutics, Inc.",EDGE,YES,Medical,Medical - Biomedical and Genetics,34.26,30.87,3317211.25,1.11,3.98,17.47,1.02,0.55
"Editas Medicine, Inc.",EDIT,YES,Medical,Medical - Biomedical and Genetics,1519.54,46.88,1334594.5,32.41,3.59,44.08,13.66,61.64
Education Realty Trust Inc.,EDR,YES,Finance,REIT and Equity Trust - Residential,2506.1,75.78,406937.59,33.07,0.4,40.81,30.3,26.36
"New Oriental Education & Technology Group, Inc.",EDU,YES,Consumer Discretionary,Schools,14444.17,157.69,1345092,91.6,1.32,104.92,59.39,70.75
El Paso Electric Company,EE,YES,Utilities,Utility - Electric Power,2035.08,40.66,265799.5,50.05,0.39,60.9,48.35,13.55
Guggenheim BRIC ETF,EEB,YES,Finance,Financial - Investment Funds,86.42,2.35,15394.05,36.76,1.26,41.99,30.88,52.95
"Euronet Worldwide, Inc.",EEFT,YES,Finance,Financial - Miscellaneous Services,3777.79,51.42,848199.63,73.47,1.5,99.98,71.24,7.76
iShares MSCI Emerging Markets ETF,EEM,YES,Finance,Financial - Investment Funds,41908,889.2,65570548,47.13,1,52.08,38.81,62.7
"Enbridge Energy Partners, L.P.",EEP,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,3170.48,326.52,3258313.75,9.71,1.32,19.35,9.35,3.6
Enbridge Energy Management LLC,EEQ,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,818.97,89.8,1056946.63,9.12,1.32,17.12,8.6,6.11
iShares MSCI EAFE ETF,EFA,YES,Finance,Financial - Investment Funds,78800.22,1126.2,26754696,69.97,0.95,75.25,61.44,61.77
Ellington Financial LLC,EFC,YES,Finance,Financial - Mortgage & Related Services,468.19,31.44,69578.4,14.89,0.31,16.99,14.12,26.83
"Electronics for Imaging, Inc.",EFII,YES,Computer and Technology,Computer - Peripheral Equipment,1209.36,45.01,637158.81,26.87,1.02,50.85,25.75,4.46
"Energy Focus, Inc.",EFOI,YES,Construction,Building Products - Lighting,26.51,11.89,11105.9,2.23,-0.03,3.43,1.76,28.14
Enterprise Financial Services Corporation,EFSC,YES,Finance,Banks - Midwest,1083.26,23.1,98376.25,46.9,0.93,49.6,36.75,78.99
"Equifax, Inc.",EFX,YES,Business Services,Financial Transaction Services,14036.48,120.12,987996.81,116.85,0.94,146.26,92.98,44.8
eGain Corporation,EGAN,YES,Computer and Technology,Internet - Software,223.73,27.28,179591.09,8.2,-0.54,8.25,1.35,99.28
"Eagle Bancorp, Inc.",EGBN,YES,Finance,Banks - Northeast,2003.57,34.31,142616.16,58.4,0.88,68.85,49.95,44.71
"Energy XXI Gulf Coast, Inc.",EGC,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,123.76,33.27,631632.38,3.72,3.48,30.01,3.49,0.87
8x8 Inc,EGHT,YES,Computer and Technology,Communication - Components,1700.4,92.16,539338.63,18.45,0.6,20.25,12.2,77.64
Entree Gold Inc,EGI,YES,Basic Materials,Mining - Miscellaneous,66.22,174.22,63281.25,0.3801,0.58,0.67,0.35,8.3
Eagle Bulk Shipping Inc.,EGLE,YES,Transportation,Transportation - Shipping,334.37,70.39,371212.69,4.75,2.26,5.55,4.28,37.01
Egalet Corporation,EGLT,YES,Medical,Medical - Drugs,28.67,46.99,1162828.38,0.6102,0.69,4.49,0.57,0.95
Energen Corporation,EGN,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,5894.93,97.4,1018753.63,60.52,1.41,62.89,46.77,85.3
Eldorado Gold Corporation,EGO,YES,Basic Materials,Mining - Gold,768.6,794.01,13592413,0.968,1.37,3.72,0.81,5.32
NIC Inc.,EGOV,YES,Computer and Technology,Internet - Software,929.62,67.12,649313.06,13.85,0.51,21.65,12.9,10.86
"EastGroup Properties, Inc.",EGP,YES,Finance,REIT and Equity Trust - Other,2828.78,34.74,182872.45,81.43,0.92,94.97,76.15,28.06
"Eagle Pharmaceuticals, Inc.",EGRX,YES,Medical,Medical - Products,771.04,14.86,204678.66,51.88,1.38,96.85,46.62,10.47
Vaalco Energy Inc,EGY,YES,Oils-Energy,Oil and Gas - Exploration and Production - International,49.26,58.86,132822.84,0.8368,0.44,1.14,0.68,34.23
Encompass Health Corporation,EHC,YES,Medical,Medical - Outpatient and Home Healthcare,5658.7,98.14,598310.63,57.66,0.38,59,42.49,91.88
"eHealth, Inc.",EHTH,YES,Finance,Insurance - Brokerage,287.1,18.94,109446.4,15.16,1.7,27.9,10.66,26.1
Employers Holdings Inc,EIG,YES,Finance,Insurance - Accident and Health,1326.22,32.71,168303.34,40.55,1,50,36.85,28.14
"Endurance International Group Holdings, Inc.",EIGI,YES,Computer and Technology,Internet - Software and Services,1040.89,141.62,452364.81,7.35,1.81,9.45,6.8,20.75
Edison International,EIX,YES,Utilities,Utility - Electric Power,20675.98,325.81,3254930.75,63.46,0.13,82.64,58.07,21.94
The Estee Lauder Companies Inc.,EL,YES,Consumer Staples,Cosmetics,55287.77,367.78,1624012.25,150.33,0.64,151.48,84.15,98.29
e.l.f. Beauty Inc.,ELF,YES,Consumer Staples,Cosmetics,922.99,46.76,265186.91,19.74,1.1,29.08,18.2,14.15
"Endologix, Inc.",ELGX,YES,Medical,Medical - Dental Supplies,346.62,83.72,451915.81,4.14,0.32,7.59,3.79,9.21
"Ellie Mae, Inc.",ELLI,YES,Computer and Technology,Internet - Software and Services,3192.38,34.29,422233.09,93.1,0.53,113.99,80.86,36.94
Companhia Paranaense de Energia (COPEL),ELP,YES,Utilities,Utility - Electric Power,2022.31,273.65,390247.5,7.39,1.38,9.86,6.8,19.28
"Equity Lifestyle Properties, Inc.",ELS,YES,Finance,REIT and Equity Trust - Residential,7670.15,88.73,337465.25,86.44,0.19,91.71,79.35,57.36
Callaway Golf Company,ELY,YES,Consumer Discretionary,Leisure and Recreation Products,1574.67,94.63,827829.81,16.64,1.03,17,11.35,93.63
eMagin Corporation,EMAN,YES,Computer and Technology,Electronics - Semiconductors,67.55,45.03,80984.35,1.5,0.34,2.8,1.3,13.33
iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,YES,Finance,Financial - Investment Funds,12111.94,107.7,2088580,112.46,0.25,117.26,111.09,22.2
EMC Insurance Group Inc.,EMCI,YES,Finance,Insurance - Property and Casualty,573.32,21.51,16762.55,26.65,0.93,31.06,26.1,11.09
"EMCOR Group, Inc.",EME,YES,Construction,Building Products - Heavy Construction,4471.98,58.37,343132.56,76.61,0.92,84.14,60.39,68.29
Emerge Energy Services LP,EMES,YES,Oils-Energy,Oil and Gas - Field Services,205.57,31.01,340404.94,6.63,1.9,14.34,5.79,9.82
EMCORE Corporation,EMKR,YES,Computer and Technology,Electronics - Manufacturing Machinery,152.32,27.2,175828.59,5.6,0.32,11.7,5,8.96
Emmis Communications Corporation,EMMS,YES,Consumer Discretionary,Broadcast Radio and Television,58.11,12.77,21023.4,4.5511,0.33,4.8,2.23,90.32
Eastman Chemical Company,EMN,YES,Basic Materials,Chemical - Diversified ,14681.25,142.97,1224411.5,102.69,1.21,110.84,77.25,75.74
Emerson Electric Co.,EMR,YES,Industrial Products,Manufacturing - Electronics,42019.91,634.84,3375905.5,66.19,1.18,74.05,57.44,52.68
Enbridge Inc,ENB,YES,Oils-Energy,Oil and Gas - Production and Pipelines,53896,1704.49,4384090.5,31.62,0.63,42.74,29.91,13.33
"Enable Midstream Partners, LP",ENBL,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,5831.21,432.58,285391.69,13.48,1.81,16.89,13.02,11.89
Endo International plc,ENDP,YES,Medical,Medical - Drugs,1230.6,223.34,5208433,5.51,0.38,13.78,5.49,0.24
ENGlobal Corporation,ENG,YES,Construction,Engineering - R and D Services,22.29,27.51,31170.85,0.81,1.06,1.79,0.74,6.67
Enersis Americas S.A.,ENIA,YES,Utilities,Utility - Electric Power,13650.75,1149.05,797188.75,11.88,0.67,11.99,9.15,96.13
Enersis Chile S.A.,ENIC,YES,Utilities,Utility - Electric Power,6097.32,981.85,472236,6.21,0.14,6.47,5.13,80.6
"EnLink Midstream, LLC",ENLC,YES,Oils-Energy,Oil and Gas - Refining and Marketing,2505.23,180.88,451272.91,13.85,2.47,19.75,13.85,0
"EnLink Midstream Partners, LP",ENLK,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,4634.3,350.02,887442.88,13.24,2.13,18.89,13.04,3.42
"Enphase Energy, Inc.",ENPH,YES,Oils-Energy,Solar,397.69,95.83,2019472.25,4.15,0.37,5.08,0.7,78.77
"Energizer Holdings, Inc.",ENR,YES,Consumer Staples,Consumer Products - Staples,3491.61,59.69,728155.69,58.5,0.82,59.82,41.14,92.93
Enersys,ENS,YES,Industrial Products,Manufacturing - Electronics,2792.89,41.91,186725.5,66.64,1.47,83.96,61.45,23.06
"The Ensign Group, Inc.",ENSG,YES,Medical,Medical - Nursing Homes,1391.12,51.49,265021.66,27.02,0.61,28.38,17.95,86.96
Global Eagle Entertainment Inc.,ENT,YES,Computer and Technology,Internet - Content,100.79,90.8,619715.31,1.11,1.69,3.72,1.09,0.76
"Enanta Pharmaceuticals, Inc.",ENTA,YES,Medical,Medical - Drugs,1582.48,19.16,176666.75,82.59,1.07,92.15,29.45,84.75
"Entegris, Inc.",ENTG,YES,Computer and Technology,Electronics - Manufacturing Machinery,4907.91,141.85,1168825.25,34.6,1.4,37.85,21.95,79.56
"Envestnet, Inc",ENV,YES,Business Services,Financial Transaction Services,2377.12,44.72,237917.95,53.15,1.76,59.75,33.5,74.86
"Enova International, Inc.",ENVA,YES,Finance,Financial - Consumer Loans,740.27,33.65,257761.3,22,2.85,23.4,11.25,88.48
"Enzo Biochem, Inc.",ENZ,YES,Medical,Medical - Biomedical and Genetics,282.02,46.93,258044.55,6.01,1.04,11.79,5.43,9.12
Empresa Nacional de Electricidad S.A.,EOCC,YES,Utilities,Utility - Electric Power,6711.77,273.39,227913.45,24.55,0.84,29.04,22.43,32.07
"EOG Resources, Inc.",EOG,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,59819.43,578.64,4262121.5,103.38,1.05,118.47,83.15,57.28
"EPAM Systems, Inc.",EPAM,YES,Computer and Technology,Computers - IT Services,5864.08,53.04,301692.41,110.56,0.92,124.9,74.55,71.52
"Bottomline Technologies, Inc.",EPAY,YES,Computer and Technology,Computer - Software,1593.45,40.68,297850.34,39.17,0.98,39.77,21.74,96.67
"Energizer Holdings, Inc.",EPC,YES,Consumer Staples,Consumer Products - Staples,2574.61,54,695586.81,47.68,0.77,77.31,46.1,5.06
Enterprise Products Partners L.P.,EPD,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,52860.38,2161.09,8166865,24.46,0.84,29.4,23.89,10.35
EP Energy Corporation,EPE,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,329.65,251.65,753960.63,1.31,3.92,5.1,1.27,1.04
"Evolution Petroleum Corporation, Inc.",EPM,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,262.05,33.17,66837.9,7.9,0.68,8.6,6.45,67.44
iShares MSCI Pacific ex Japan ETF,EPP,YES,Finance,Financial - Investment Funds,3187.68,68.7,478895.91,46.4,1.03,50.31,43.75,40.4
EPR Properties,EPR,YES,Finance,REIT and Equity Trust - Retail,4082.23,74.32,570034.25,54.93,0.45,76.65,53.18,7.46
"Epizyme, Inc.",EPZM,YES,Medical,Medical - Biomedical and Genetics,957.11,69.48,454509.66,13.775,1.96,20.1,10.5,34.12
Equity Commonwealth,EQC,YES,Finance,REIT and Equity Trust - Other,3751.5,124.43,999231.69,30.15,0.08,32.51,28.1,46.49
"EQT GP Holdings, LP",EQGP,YES,Oils-Energy,Oil and Gas - Integrated - United States,5874.26,266.17,142808.7,22.07,1.26,30.81,21.97,1.13
